fullName,description,latitude,longitude,activities,states,name,designation
Biscayne National Park,"Within sight of downtown Miami, yet worlds away, Biscayne protects a rare combination of aquamarine waters, emerald islands, and fish-bejeweled coral reefs. Evidence of 10,000 years of human history is here too, from pirates and shipwrecks to pineapple farmers and presidents. Outdoors enthusiasts can boat, snorkel, camp, watch wildlife…or simply relax in a rocking chair gazing out over the bay.",25.490587,-80.21023851,"['Boating', 'Motorized Boating', 'Sailing', 'Boat Tour', 'Camping', 'Fishing', 'Guided Tours', 'Boat Tour', 'Paddling', 'Canoeing', 'Kayaking', 'Stand Up Paddleboarding', 'Junior Ranger Program', 'SCUBA Diving', 'Snorkeling', 'Swimming', 'Saltwater Swimming', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']",FL,Biscayne,National Park
Black Canyon Of The Gunnison National Park,"Big enough to be overwhelming, still intimate enough to feel the pulse of time, Black Canyon of the Gunnison exposes you to some of the steepest cliffs, oldest rock, and craggiest spires in North America. With two million years to work, the Gunnison River, along with the forces of weathering, has sculpted this vertical wilderness of rock, water, and sky.",38.57779869,-107.7242756,"['Camping', 'Climbing', 'Fishing', 'Hiking', 'Backcountry Hiking', 'Horse Trekking', 'Horseback Riding', 'Paddling', 'Kayaking', 'Skiing', 'Cross-Country Skiing', 'Snowshoeing', 'Wildlife Watching']",CO,Black Canyon Of The Gunnison,National Park
Blackstone River Valley National Historical Park,"The Blackstone River powered America's entry into the Age of Industry. The success of Samuel Slater's cotton spinning mill in Pawtucket, RI touched off a chain reaction that changed how people worked and where they lived, and continues to reverberate across the nation to this day. Come visit and see how this revolution transformed the landscape of the Blackstone Valley and then the United States.",42.0985435,-71.64625434,"['Biking', 'Camping', 'Canoe or Kayak Camping', 'Fishing', 'Food', 'Dining', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Boat Tour', 'Paddling', 'Canoeing', 'Canoe or Kayak Camping', 'Kayaking', 'Stand Up Paddleboarding', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching']","RI,MA",Blackstone River Valley,National Historical Park
Blue Ridge Parkway,"A Blue Ridge Parkway experience is unlike any other: a slow-paced and relaxing drive revealing stunning long-range vistas and close-up views of the rugged mountains and pastoral landscapes of the Appalachian Highlands. The Parkway meanders for 469 miles, protecting a diversity of plants and animals, and providing opportunities for enjoying all that makes this region of the country so special.",35.56571953,-82.48648459,"['Arts and Culture', 'Live Music', 'Auto and ATV', 'Scenic Driving', 'Biking', 'Road Biking', 'Camping', 'Car or Front Country Camping', 'Fishing', 'Freshwater Fishing', 'Food', 'Picnicking', 'Hiking', 'Backcountry Hiking', 'Front-Country Hiking', 'Junior Ranger Program', 'Wildlife Watching', 'Shopping', 'Bookstore and Park Store']","NC,VA",Blue Ridge,Parkway
Bluestone National Scenic River,The Bluestone River and the rugged and ancient gorge it has carved is a richly diverse and scenic area of the southern Appalachians. Bluestone National Scenic River is preserved as a living landscape that provides an unspoiled experience for visitors and a haven for a variety of plants and animals. The park protects a 10.5-mile section of the Bluestone River in southern West Virginia.,37.56577087,-80.98366657,"['Biking', 'Mountain Biking', 'Boating', 'Fishing', 'Freshwater Fishing', 'Guided Tours', 'Hiking', 'Hunting and Gathering', 'Hunting', 'Paddling', 'Canoeing', 'Kayaking', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching']",WV,Bluestone,National Scenic River
Booker T Washington National Monument,"Booker T. Washington was born a slave in April 1856 on the 207-acre farm of James Burroughs. After the Civil War, Washington became the first principal of Tuskegee Normal and Industrial School. Later as an adviser, author and orator, his past would influence his philosophies as the most influential African American of his era. Come explore his birthplace.",37.11520539,-79.73185833,"['Arts and Culture', 'Craft Demonstrations', 'Cultural Demonstrations', 'Live Music', 'Food', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Hiking', 'Living History', 'Reenactments', 'Junior Ranger Program', 'Park Film', 'Museum Exhibits']",VA,Booker T Washington,National Monument
Boston African American National Historic Site,"Centered on the north slope of Beacon Hill, the African American community of 19th century Boston led the city and the nation in the fight against slavery and injustice. These remarkable men and women, together with their allies, were leaders in the Abolition Movement, the Underground Railroad, the Civil War, and the early struggle for equal rights and education.",42.35908295,-71.06764181,"['Guided Tours', 'Self-Guided Tours - Walking', 'Museum Exhibits']",MA,Boston African American,National Historic Site
Boston Harbor Islands National Recreation Area,". . . where you can walk a Civil War-era fort, visit historic lighthouses, explore tide pools, hike lush trails, camp under the stars, or relax while fishing, picnicking or swimming-all within reach of downtown Boston. Youth programs, visitor services, research, wildlife management, and more are coordinated on the park's 34 islands and peninsulas by the Boston Harbor Islands Partnership.",42.30905526,-70.93941138,"['Arts and Culture', 'Live Music', 'Boating', 'Camping', 'Backcountry Camping', 'Canoe or Kayak Camping', 'Fishing', 'Saltwater Fishing', 'Food', 'Dining', 'Picnicking', 'Guided Tours', 'Hiking', 'Living History', 'Paddling', 'Kayaking', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching']",MA,Boston Harbor Islands,National Recreation Area
Boston National Historical Park,"Discover how one city could be the Cradle of Liberty, site of the first major battle of American Revolution, and home to many who espoused that freedom can be extended to all.",42.36957407,-71.05536763,"['Fishing', 'Guided Tours', 'Junior Ranger Program', 'Museum Exhibits']",MA,Boston,National Historical Park
Brices Cross Roads National Battlefield Site,"The Confederate victory at Brices Cross Roads was a significant victory for Major General Nathan Bedford Forrest, but its long term effect on the war proved costly for the Confederates. Brices Cross Roads is an excellent example of winning the battle, but losing the war.",34.50611958,-88.72889343,"['Guided Tours', 'Self-Guided Tours - Walking', 'Self-Guided Tours - Auto']",MS,Brices Cross Roads,National Battlefield Site
Brown v. Board of Education National Historic Site,"The story of Brown v. Board of Education, which ended legal segregation in public schools, is one of hope and courage. When the people agreed to be plaintiffs in the case, they never knew they would change history. The people who make up this story were ordinary people. They were teachers, secretaries, welders, ministers and students who simply wanted to be treated equally.",39.03787665,-95.67614437,"['Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",KS,Brown v. Board of Education,National Historic Site
Bryce Canyon National Park,"Hoodoos (irregular columns of rock) exist on every continent, but here is the largest concentration found anywhere on Earth. Situated along a high plateau at the top of the Grand Staircase, the park's high elevations include numerous life communities, fantastic dark skies, and geological wonders that defy description.",37.58399144,-112.1826689,"['Astronomy', 'Stargazing', 'Biking', 'Road Biking', 'Camping', 'Backcountry Camping', 'Car or Front Country Camping', 'Group Camping', 'RV Camping', 'Food', 'Dining', 'Guided Tours', 'Self-Guided Tours - Auto', 'Bus/Shuttle Guided Tour', 'Hiking', 'Backcountry Hiking', 'Horse Trekking', 'Junior Ranger Program', 'Skiing', 'Cross-Country Skiing', 'Snowshoeing', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",UT,Bryce Canyon,National Park
Buck Island Reef National Monument,"Welcome to Buck Island! Before you come, please watch our 2014 Telly Award winning film ""Caribbean Gem."" Watching this will catch you up on 50+ years of National Park Service protection and civic engagement. Learn what we do every day to preserve this resource for Virgin Islanders and visitors alike. For the General Management Plan and Environmental Compliance, visit the News page.",17.81026717,-64.6222179,"['Boating', 'Sailing', 'Hiking', 'Paddling', 'Kayaking', 'SCUBA Diving', 'Snorkeling', 'Swimming', 'Saltwater Swimming', 'Wildlife Watching', 'Birdwatching']",VI,Buck Island Reef,National Monument
Buffalo National River,"Established in 1972, Buffalo National River flows freely for 135 miles and is one of the few remaining undammed rivers in the lower 48 states. Once you arrive, prepare to journey from running rapids to quiet pools while surrounded by massive bluffs as you cruise through the Ozark Mountains down to the White River.",36.04116481,-92.90761584,"['Camping', 'Backcountry Camping', 'Caving', 'Fishing', 'Food', 'Guided Tours', 'Hiking', 'Backcountry Hiking', 'Off-Trail Permitted Hiking', 'Horse Trekking', 'Hunting and Gathering', 'Paddling', 'Canoeing', 'Junior Ranger Program', 'Wildlife Watching']",AR,Buffalo,National River
Cabrillo National Monument,"Climbing out of his boat and onto shore in 1542, Juan Rodriguez Cabrillo stepped into history as the first European to set foot on what is now the West Coast of the United States. In addition to telling the story of 16th century exploration, the park is home to a wealth of cultural and natural resources. Join us and embark on your own Voyage of Exploration.",32.6722503,-117.2415985,"['Biking', 'Road Biking', 'Hiking', 'Living History', 'Reenactments', 'Historic Weapons Demonstration', 'First Person Interpretation', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']",CA,Cabrillo,National Monument
California National Historic Trail,"Follow in the footsteps of over 250,000 emigrants who traveled to the gold fields and rich farmlands of California during the 1840s and 1850s: the greatest mass migration in American history. The California National Historic Trail is over 5,000 miles long and covers portions of 10 states. Step into history along more than 1,000 miles of ruts and traces from travelers and their overland wagons.",42.3999644,-108.7024154,"['Auto and ATV', 'Scenic Driving', 'Guided Tours', 'Self-Guided Tours - Auto', 'Hiking', 'Horse Trekking', 'Horseback Riding', 'Museum Exhibits']","CA,CO,ID,KS,MO,NE,NV,OR,UT,WY",California,National Historic Trail
Camp Nelson National Monument,"Established as a supply depot and hospital during the Civil War for the U.S. Army, Camp Nelson became a large recruitment and training center for African American soldiers (USCTs), and a refugee camp for their wives and children. Thousands of enslaved people escaped to this site with the hope of securing freedom and ultimately controlling their futures by aiding in the destruction of slavery.",37.79701799,-84.59816831,"['Hiking', 'Front-Country Hiking', 'Junior Ranger Program', 'Museum Exhibits']",KY,Camp Nelson,National Monument
Canaveral National Seashore,"This pristine barrier island composed of dune, hammock and lagoon habitats provides protection from storms, preserves ancient Timucua Native American mounds, and is sanctuary for thousands of species of plants and animals that call Canaveral National Seashore home. Reflect on a pristine undeveloped shoreline, explore a historic site, or experience the rumble of a rocket soaring into space.",28.78637529,-80.75419576,"['Boating', 'Camping', 'Backcountry Camping', 'Canoe or Kayak Camping', 'Group Camping', 'Fishing', 'Guided Tours', 'Hiking', 'Horse Trekking', 'Horseback Riding', 'Paddling', 'Junior Ranger Program', 'Surfing', 'Swimming', 'Saltwater Swimming', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Gift Shop and Souvenirs']",FL,Canaveral,National Seashore
Cane River Creole National Historical Park,"The Cane River region is home to a unique culture; the Creoles. Generations of the same families of owners and workers, enslaved and tenant, lived on these lands for over 200 years. The park tells their stories and preserves the cultural landscape of Oakland and Magnolia Plantations, two of the most intact Creole cotton plantations in the United States.",31.65408447,-93.00131977,"['Arts and Culture', 'Guided Tours', 'Self-Guided Tours - Walking', 'Junior Ranger Program']",LA,Cane River Creole,National Historical Park
Canyon de Chelly National Monument,"For nearly 5,000 years, people have lived in these canyons - longer than anyone has lived uninterrupted anywhere on the Colorado Plateau. In the place called Tsegi, their homes and images tell us their stories. Today, Navajo families make their homes, raise livestock, and farm the lands in the canyons. A place like no other, the park and Navajo Nation work together to manage the land's resources.",36.14319567,-109.3388303,"['Auto and ATV', 'Scenic Driving', 'Camping', 'Guided Tours', 'Hiking', 'Junior Ranger Program', 'Shopping', 'Bookstore and Park Store']",AZ,Canyon de Chelly,National Monument
